title;content;attachment;creation_date;last_change_date;user_id
"El mundo amarillo ";"«El mundo amarillo es un mundo fantástico que quiero compartir contigo. Es el mundo de los descubrimientos que hice durante los diez años que estuve enfermo de cáncer. Es curioso, pero la fuerza, la vitalidad y los hallazgos que haces cuando estás enfermo sirven también cuando estás bien, en el día a día.

»Este libro pretende que conozcas y entres en este mundo especial y diferente, pero, sobre todo, que descubras a los ""amarillos"". Ellos son el nuevo escalafón de la amistad, esas personas que no son ni amantes ni amigos, esa gente que se cruza en tu vida y que con una sola conversación puede llegar a cambiártela. No te adelanto más: tendrás que leer este libro para poder empezar a encontrar tus ""amarillos"". Quizás uno de ellos sea yo...

»El mundo amarillo habla de lo sencillo que es creer en los sueños para que estos se creen. Y es que el creer y el crear están tan sólo a una letra de distancia.

«¿Qué esperas a saber quiénes son tus ""amarillos""?»
Albert Espinosa

Reseña:
«Albert habla de un mundo al alcance de todos, y que tiene el color del Sol: el mundo amarillo. Un sitio cálido donde los besos pueden durar diez minutos, donde los desconocidos pueden ser tus mejores aliados, donde el miedo pierde su significado, donde la muerte no es eso que les pasa sólo a los demás y la vida es lo más valioso. Este libro habla de todo esto, de todo lo que sentimos y no decimos, del miedo a que nos quiten lo que tenemos, de reconocernos enteramente y apreciar quiénes somos cada segundo del día. ¡Larga vida a Albert!»";674bc7db8d620bfd02861602;1724974085000;1732051393000;20
"1984 (edición definitiva avalada por The Orwell Estate) ";En el año 1984 Londres es una ciudad lúgubre en la que la Policía del Pensamiento controla de forma asfixiante la vida de los ciudadanos. Winston Smith es un peón de este engranaje perverso y su cometido es reescribir la historia para adaptarla a lo que el Partido considera la versión oficial de los hechos. Hasta que decide replantearse la verdad del sistema que los gobierna y somete. En el año 1984 Londres es una ciudad lúgubre en la que la Policía del Pensamiento controla de forma asfixiante la vida de los ciudadanos. Winston Smith es un peón de este engranaje perverso y su cometido es reescribir la historia para adaptarla a lo que el Partido considera la versión oficial de los hechos. Hasta que decide replantearse la verdad del sistema que los gobierna y somete.;674bc7dc8d620bfd02861604;1702913362000;1732051393000;26
La verdad sobre el caso Harry Quebert;"Quién mató a Nola Kellergan es la gran incógnita a desvelar en esta incomparable historia policíaca cuya experiencia de lectura escapa a cualquier tentativa de descripción.

Intentémoslo:

Una novela de suspense a tres tiempos -1975, 1998 y 2008- acerca del asesinato de una joven de quince años en la pequeña ciudad de Aurora, en New Hampshire.

En 2008, Marcus Goldman, un joven escritor, visita a su mentor -Harry Quebert, autor de una aclamada novela- y descubre que éste tuvo una relación secreta con Nola Kellergan. Poco después, Harry es arrestado y acusado de asesinato al encontrarse el cadáver de Nola enterrado en su jardín.

Marcus comienza a investigar y a escribir un libro sobre el caso. Mientras busca demostrar la inocencia de Harry, una trama de secretos sale a la luz. La verdad solo llega al final de un largo, intrincado y apasionante recorrido.

El mejor libro del año para los lectores de El País.
Número 1 en ventas en Francia.
Derechos de traducción vendidos a 33 idiomas.

La crítica ha dicho...
«El furor despertado por el jovencísimo Dicker y su magistral novela es un furor real, porque estamos ante el gran thriller que todo el mundo esperaba desde Millenium de Larsson, ante una voz napoleónica, que no escribe, boxea».
Laura Fernández, El Cultural de El Mundo

«Hay algo fantástico en la precisión cinematográfica con que el narrador, el joven Markus Goldman, transcribe lo que ocurrió hace 33 años... La novela de Joël Dicker pertenece a ese tipo de literatura que genera literatura, es decir, que invita a continuar inventando novelas».
Justo Navarro, Babelia";674bc7dc8d620bfd02861606;1712712584000;1732051393000;15
"Dispara, yo ya estoy muerto ";"Hay momentos en la vida en los que la única manera de salvarse a uno mismo es muriendo o matando.

A finales del siglo XIX, durante la última etapa zarista, los Zucker, perseguidos por su condición de judíos, tienen que abandonar Rusia huyendo del horror y la sinrazón. A su llegada a la Tierra Prometida, Samuel Zucker adquiere las tierras de los Ziad, una familia árabe encabezada por Ahmed. Entre él y Samuel nace un fuerte vínculo, una sólida amistad que, por encima de las diferencias religiosas y políticas, se mantiene generación tras generación.

Con las amenazas, la sed de venganza y muchas pasiones desatadas como telón de fondo, las vidas entrecruzadas de los Zucker y los Ziad conforman un mosaico de traiciones y sufrimientos, de amores posibles e imposibles, al tiempo que plasman la gran aventura de vivir y convivir en un territorio marcado por la intolerancia.

Intensa y conmovedora crónica de dos sagas familiares, esta novela de Julia Navarro nos adentra en las vidas de personas con nombres y apellidos, que luchan por alcanzar sus sueños y que son responsables de su propio destino.

«Los personajes de esta novela viven conmigo, me han enseñado mucho, forman parte ya de mi historia personal.»
Julia Navarro

La crítica ha dicho...
«La novela más compleja de Julia Navarro. Casi mil páginas que mezclan historia y suspense, drama y política. Una obra decimonónica en pleno siglo XXI.»
J. M. Pozuelo Yvancos, ABC Cultural

«Una novela de personajes, unas criaturas en gran medida presas de su época y de los vaivenes históricos de ésta. Un relato ambicioso que se inicia a finales del siglo XIX y llega hasta 1948 recorriendo algunos de los sucesos más importantes de la historia contemporánea.»
AreaLibros";674bc7dc8d620bfd02861608;1706971009000;1732051393000;29
"El invierno del mundo (The Century 2) ";"Segundo volumen de la trilogía «The Century»

En el año 1933, Berlín es un foco de agitación política y social. Lady Maud, ahora la esposa de Walter von Ulrich y madre de dos hijos, publica en una revista semanal artículos que ridiculizan al Partido Nazi, mientras que Walter manifiesta su oposición en el Parlamento. Sin embargo, parece que nada podrá frenar el poder ascendente del canciller Adolf Hitler. Cuando Ethel Williams y su hijo Lloyd visitan a la familia von Ulrich, todos serán testigos de la tiranía y la represión de la nueva Alemania.

El dominio del Tercer Reich se extenderá hasta Francia y más allá de la frontera rusa. Mientras, en Inglaterra, Lloyd Williams, activista político como su madre, luchará en el ejército británico para intentar frenar el avance de los nazis y se alistará en las brigadas internacionales durante la guerra civil española. Participará en la ofensiva de Zaragoza y la batalla de Belchite.

En Ty Gwyn, la mansión familia de los Fitzherbert en Gales, se alojarán los oficiales británicos y, durante su estancia, el teniente Lloyd Williams se sentirá atraído por la mujer de Boy Fitzherbert, la rica heredera americana Daisy Peshkov.

«La trilogía ""The Century"" es la historia de mis abuelos y de los vuestros, de nuestros padres y de nuestras propias vidas. De alguna forma es la historia de todos nosotros.»
Ken Follett

La crítica ha dicho...
«La saga atrapa y la intensidad de los personajes te sumerge en el relato. Un trabajo de plena coherencia, cohesión y pulcritud.»
Ramón Ventura, El Periódico de Catalunya";674bc7dc8d620bfd0286160a;1713202375000;1732051393000;22
"El abuelo que saltó por la ventana y se largó ";"Momentos antes de que empiece la pomposa celebración de su centésimo cumpleaños, Allan Karlsson decide que nada de eso va con él. Vestido con su mejor traje y unas pantuflas, se encarama a una ventana y se fuga de la residencia donde vive, dejando plantados al alcalde y a la prensa local.

Sin saber adónde ir, se encamina a la estación de autobuses, el único sitio donde es posible pasar desapercibido. Allí, mientras espera la llegada del primer autocar que se presente, un joven le pide que vigile su maleta, con la mala fortuna de que el bus llega antes de que el joven regrese y Allan, sin pensarlo dos veces, se sube con la maleta, ignorante de que en su interior se apilan, ¡santo cielo!, millones de coronas en efectivo. Pero Allan no es una persona fácil de amilanar. A lo largo de su centenaria vida ha tenido un montón de experiencias de lo más singulares: desde inverosímiles encuentros con personajes como Franco, Stalin y Churchill, hasta amistades comprometedoras como la esposa de Mao, pasando por actividades de alto riesgo como ser agente de la CIA o ayudar a Oppenheimer a crear la bomba atómica.

Sin embargo, esta vez, en su enésima aventura, cuando creía que con su jubilación había llegado la tranquilidad, está a punto de poner todo el país patas arriba.

La crítica ha dicho...
«El viejo canalla de Allan Karlsson es uno de los mejores héroes que nos hemos encontrado en mucho tiempo.»
Libres Hebdo

«Magnífico humor, sátira social, ironía y una sensación de tremendo bienestar describen el debut de Jonas Jonasson, que nos ofrece todo el siglo XX para que nos riamos de él.»
BTJ-häftet

«Con esta odisea de un abuelo subversivo que ha atravesado las grandes tragedias del siglo XX, Suecia revela un nuevo gusto por la ironía, un humorismo paradójico [...]»
La Repubblica ";674bc7dc8d620bfd0286160c;1725439590000;1732051393000;23
"Línea de fuego ";"«Es lo malo de estas guerras. Que oyes al enemigo llamar a su madre en el mismo idioma que tú».

Durante la noche del 24 al 25 de julio de 1938, la XI Brigada Mixta del ejército de la República cruza el río para establecer una cabeza de puente en Castellets del Segre. En las inmediaciones del pueblo, medio batallón de infantería, un tabor marroquí y una compañía de la Legión defienden la zona. Está a punto de comenzar la batalla del Ebro, la más cruda y sangrienta que se libró nunca en suelo español.

Combinando de forma magistral la ficción con datos históricos y testimonios personales, Arturo Pérez-Reverte sitúa al lector, con sobrecogedor realismo, entre quienes, voluntarios o a la fuerza, lucharon en los frentes de batalla de la Guerra Civil. Sus nombres no son los que recuerda la Historia, pero cuanto les sucedió resuena en estas páginas con el dramatismo de una memoria que nos pertenece a todos.

Ésta no es una novela sobre la Guerra Civil, sino sobre los hombres y mujeres que combatieron en ella. La historia de los padres y abuelos de numerosos españoles de hoy.

La crítica ha dicho:
«La novela definitiva sobre la Guerra Civil española. [Un] proyecto literario inmenso, envolvente y, pese a la crudeza del relato, poderosamente fascinante por la trascendencia del momento en que nos sumerge».
Sergio Vila-Sanjuán, Cultura/s de La Vanguardia

«Un libro asombroso, durísimo y brillante. Todo está ahí, todo en esas páginas escritas con un pulso y una habilidad endiabladas. Un libro para leer, para meditar y al que hay que volver. Línea de fuego es una obra maestra, una catedral literaria y la mejor novela de Arturo Pérez-Reverte».
Juan Gómez-Jurado, El Correo

«680 páginas hipnóticas, intensas en emoción y humanidad».
Javier Ors, La Razón";674bc7dc8d620bfd0286160e;1705258723000;1732051393000;29
Un cuento perfecto;"- Érase una vez una mujer que lo tenía todo y un chico que no tenía nada.

- Érase una vez una historia de amor entre el éxito y la duda.

- Érase una vez un cuento perfecto.

Elísabet Benavent, @BetaCoqueta, vuelve al panorama de la literatura con una novela que explora el significado del éxito en la vida y reflexiona con ironía y humor acerca de las imposiciones sociales, la presión del grupo y la autoexigencia que, aunque cueste creerlo, no es sinónimo de felicidad.

Los lectores han dicho...
«¡Un libro magnífico. Adictivo! Una historia real, bien escrita. He reído, llorado, suspirado. Elísabet, he leído todos tus libros y, aunque parezca imposible, sigues sorprendiéndome».

«Una historia madura que nos hace reflexionar. No es una novela al uso centrada en el amor de pareja, es eso y mucho más».

«Leer a Elísabet es entrar en la historia, sentirla y vivirla. Su pluma te atrapa».

«Te puede gustar un libro más que otro. Amar a un personaje y odiar a otros... pero siempre tienen algo que te marca y que se queda incrustado en el corazón. ¡Gracias, BetaCoqueta!».";674bc7dc8d620bfd02861610;1706153136000;1732051393000;2
"Una columna de fuego (Saga Los pilares de la Tierra 3) ";"Una columna de fuego arranca cuando el joven Ned Willard regresa a su hogar en Kingsbridge por Navidad. Corre el año 1558, un año que trastocará la vida de Ned y que cambiará Europa para siempre.

Las antiguas piedras de la catedral de Kingsbridge contemplan una ciudad dividida por el odio religioso. Los principios elevados chocan con la amistad, la lealtad y el amor, y provocan derramamientos de sangre. Ned se encuentra de pronto en el bando contrario al de la muchacha con quien anhela casarse, Margery Fitzgerald.

Cuando Isabel I llega al trono, toda Europa se vuelve en contra de Inglaterra. La joven monarca, astuta y decidida, organiza el primer servicio secreto del país para estar avisada ante cualquier indicio de intrigas homicidas, levantamientos o planes de invasión.

En París, a la espera, se encuentra la seductora y obstinada María Estuardo, reina de los escoceses, en el seno de una familia francesa con una ambición descomunal. Proclamada legítima soberana de Inglaterra, María cuenta con sus propios partidarios, que conspiran para deshacerse de Isabel.

Entretanto, Ned Willard busca a Jean Langlais, un personaje escurridizo y enigmático, sin saber que tras ese nombre falso se esconde un compañero de clase de su infancia, alguien que lo conoce demasiado bien.

A lo largo de medio siglo turbulento, el amor entre Ned y Margery parece condenado al fracaso mientras el extremismo hace estallar la violencia desde Edimburgo hasta Ginebra. Isabel se aferra precariamente a su trono y a sus principios, protegida por un pequeño y entregado grupo de espías hábiles y agentes secretos valerosos.

Los auténticos enemigos, tanto entonces como ahora, no son las religiones rivales. La verdadera batalla es la que enfrenta a quienes creen en la tolerancia y el acuerdo contra tiranos dispuestos a imponer sus ideas a todo el mundo... y a cualquier precio.

Descubre la Saga Los pilares de la tierra:

Las tinieblas y el alba

Los pilares de la tierra

Un mundo sin fin

Una columna de fuego

Reseñas...
«Lo he leído en un fin de semana largo, me lo he pasado como un enano y sigo envidiando como el primer día la capacidad de Follett para entretener. Sus tramas funcionan siempre y te mantiene pegado a cada página.»
Juan Gómez Jurado, ABC";674bc7dc8d620bfd02861612;1702433653000;1732051393000;14
"La isla del tesoro ";"Jim Hawkins regenta, junto a sus padres, la posada Almirante Benbow. Su vida discurre tranquila entre la barra y las mesas hasta que, un día, un viejo marinero entra en su fonda acarreando un pesado secreto... De la noche a la mañana el joven Jim se encuentra en la cubierta de la Hispaniola, rodeado de rudos marineros, agasajado por un misterioso cocinero cojo, ansiosos todos ellos por encontrar el codiciado tesoro del capitán Flint.";674bc7dc8d620bfd02861616;1729665643000;1732051393000;19
"El día que se perdió la cordura ";"Centro de Boston, 24 de diciembre, un hombre camina desnudo con la cabeza decapitada de una joven. El doctor Jenkins, director del centro psiquiátrico de la ciudad, y Stella Hyden, agente de perfiles del FBI, se adentrarán en una investigación que pondrá en juego sus vidas, su concepción de la cordura y que los llevará hasta unos sucesos fortuitos ocurridos en el misterioso pueblo de Salt Lake diecisiete años atrás.

Con un estilo ágil lleno de referencias literarias -García Márquez, Auster, Orwell o Stephen King- e imágenes impactantes, Javier Castillo construye un thriller romántico narrado a tres tiempos que explora los límites del ser humano y rompe los esquemas del género de suspense.

Reseñas:
«Una historia trepidante que mantiene al lector con el corazón en vilo... Adrenalina pura.»
El Mundo

«Un thriller frenético y minuciosamente armado.»
Eldiario.es

«Una hoja. Dos páginas de El día que se perdió la cordura tan solo para quedar atrapado en sus garras.»
ABC

«Castillo ha sabido dar en el centro de la diana editorial con un thriller atractivo y trepidante que se ambienta en Estados Unidos y que parte de una imagen poderosa.»
Diario Sur";674bc7dc8d620bfd02861618;1720760698000;1732051393000;30
"En el país de la nube blanca (Trilogía de la Nube Blanca 1) ";"Londres, 1852: dos chicas emprenden la travesía en barco hacia Nueva Zelanda. Para ellas significa el comienzo de una nueva vida como futuras esposas de unos hombres a quienes no conocen. Gwyneira, de origen noble, está prometida al hijo de un magnate de la lana, mientras que Helen, institutriz de profesión, ha respondido a la solicitud de matrimonio de un granjero.";674bc7dc8d620bfd0286161a;1729721948000;1732051393000;2
"Frankenstein o el moderno Prometeo ";"En el verano de 1816, el poeta Percy B. Shelley y su esposa Mary se reunieron con Lord Byron y su médico en una villa a orillas del lago Leman. A instancias de Lord Byron y para animar una velada tormentosa, decidieron que cada uno inventaría una historia de fantasmas. La más callada y reservada, Mary Shelley, dio vida así a quien sería su personaje más famoso: el doctor Frankenstein. Al cabo de un año completaría la novela.

La historia es de todos conocida: un científico decide crear una criatura con vida propia a la que luego rechaza. Metáfora sobre la vida, la libertad y el amor, Frankenstein o el moderno Prometeo es una maravillosa fábula con todos los ingredientes de los grandes mitos, un gran clásico que ahora recuperamos con una nueva traducción y precedido de un espléndido estudio de Alberto Manguel sobre la influencia del mito en el imaginario del cine.";674bc7dd8d620bfd0286161c;1730371887000;1732051393000;10
Los herederos de la tierra (La catedral del mar 2);"Una espléndida y emocionante novela de lealtad, venganza, amor y sueños por cumplir.

Barcelona, 1387. Las campanas de la iglesia de Santa María de la Mar siguen sonando para todos los habitantes del barrio de la Ribera, pero uno de ellos escucha su repique con especial atención... Hugo Llor, hijo de un marinero fallecido, a sus doce años trabaja en las atarazanas gracias a la generosidad de uno de los prohombres más apreciados de la ciudad: Arnau Estanyol.

Pero sus sueños juveniles de convertirse en constructor de barcos se darán de bruces contra una realidad dura y despiadada cuando la familia Puig, enemiga acérrima de su mentor, aproveche su posición ante el nuevo rey para ejecutar una venganza que llevaba años acariciando.

A partir de ese momento, la vida de Hugo oscila entre su lealtad a Bernat, amigo y único hijo de Arnau, y la necesidad de sobrevivir en una ciudad injusta con los pobres. Obligado a abandonar el barrio de la Ribera, busca trabajo junto a Mahir, un judío que le enseña los secretos del mundo del vino. Con él, entre viñedos, cubas y alambiques, el muchacho descubre la pasión por la tierra al tiempo que conoce a Dolça, la hermosa sobrina del judío, que se convertirá en su primer amor. Este sentimiento, prohibido por las costumbres y por la religión, será el que le proporcionará los momentos más dulces y amargos de su juventud.

Tras el éxito arrollador de La catedral del mar, Ildefonso Falcones regresa a ese mundo que tan bien conoce, la Barcelona medieval. Y lo hace recreando una vez más a la perfección esa efervescente sociedad feudal, prisionera de una nobleza voluble y corrupta, y la lucha de un hombre por salir adelante sin sacrificar su dignidad.

La crítica ha dicho...


«Decía Kipling que la artesanía está siempre en la base de todo gran arte. Tal apreciación nos ha rondado mientras leíamos la caudalosa (y muy trabajada) segunda parte de La catedral del mar. [...] Una buena novela histórica que logra sumergir al lector en atmósferas del pasado. [...] Una secuela a la altura de su obra matriz.»
Carles Barba, Cultura/s, La Vanguardia";674bc7dd8d620bfd0286161e;1713049223000;1732051393000;22
"Padre Rico, padre Pobre (edición actualizada) ";"Padre rico, padre pobre te ayudará a...
... derribar el mito de que necesitas tener ingresos elevados para hacerte rico.
... desafiar la creencia de que tu casa es una inversión.
... demostrar a los padres por qué no deben confiar en el sistema escolar para que sus hijos aprendan a manejar el dinero.
... definir de una vez y para siempre qué es una inversión, y qué es una obligación.
... saber qué debes enseñar a tus hijos sobre el dinero para que tengan éxito financiero en el futuro.

Robert T. Kiyosaki ha transformado radicalmente la forma en que millones de personas alrededor del mundo perciben el concepto del dinero. Con perspectivas que contradicen el conocimiento convencional, Robert, también conocido como el «maestro» millonario, se ha ganado una gran reputación por hablar claro, ser irreverente y tener valor. Es reconocido en todo el mundo como un defensor apasionado de la educación financiera.

Reseña:
«Padre rico, padre pobre es el punto de partida para quien quiera tomar el control de su futuro financiero.»
USA Today";674bc7dd8d620bfd02861620;1701611270000;1732051393000;25
